countyname,state,numberofplans1,numberofplans2,countyssa,eligibles,totalenrollees,totalpenetration
JEROME,ID,6,2,HCPP,13260,15696,118.3710407239819
KOOTENAI,ID,31,7,HMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,PPO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,PPO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,COST,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HCPP,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,PFFS,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HCPP,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,PPO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,PFFS,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,DEMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,PACE,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,COST,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HCPP,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,COST,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,COST,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,HMO,13270,643498,4849.269027882442
KOOTENAI,ID,31,7,DEMO,13270,643498,4849.269027882442
LATAH,ID,7,2,COST,13280,28602,215.37650602409636
LATAH,ID,7,2,PFFS,13280,28602,215.37650602409636
LATAH,ID,7,2,HMO,13280,28602,215.37650602409636
LATAH,ID,7,2,HMO,13280,28602,215.37650602409636
LATAH,ID,7,2,HMO,13280,28602,215.37650602409636
LATAH,ID,7,2,HMO,13280,28602,215.37650602409636
LATAH,ID,7,2,HCPP,13280,28602,215.37650602409636
LEMHI,ID,9,NA,HMO,13290,15579,117.22347629796839
LEMHI,ID,9,NA,HMO,13290,15579,117.22347629796839
LEMHI,ID,9,NA,HMO,13290,15579,117.22347629796839
LEMHI,ID,9,NA,HMO,13290,15579,117.22347629796839
LEMHI,ID,9,NA,HMO,13290,15579,117.22347629796839
LEMHI,ID,9,NA,DEMP,13290,15579,117.22347629796839
LEMHI,ID,9,NA,HCPP,13290,15579,117.22347629796839
LEMHI,ID,9,NA,PFFS,13290,15579,117.22347629796839
LEMHI,ID,9,NA,DEMO,13290,15579,117.22347629796839
LEWIS,ID,3,2,COST,13300,4380,32.932330827067666
LEWIS,ID,3,2,PFFS,13300,4380,32.932330827067666
LEWIS,ID,3,2,HMO,13300,4380,32.932330827067666
LINCOLN,ID,4,NA,PFFS,13310,2280,17.129977460555974
LINCOLN,ID,4,NA,DEMO,13310,2280,17.129977460555974
LINCOLN,ID,4,NA,HCPP,13310,2280,17.129977460555974
LINCOLN,ID,4,NA,PFFS,13310,2280,17.129977460555974
MADISON,ID,5,NA,HMO,13320,10730,80.55555555555556
MADISON,ID,5,NA,PPO,13320,10730,80.55555555555556
MADISON,ID,5,NA,PFFS,13320,10730,80.55555555555556
MADISON,ID,5,NA,HCPP,13320,10730,80.55555555555556
MADISON,ID,5,NA,PFFS,13320,10730,80.55555555555556
MINIDOKA,ID,7,2,HCPP,13330,22330,167.51687921980496
MINIDOKA,ID,7,2,PFFS,13330,22330,167.51687921980496
MINIDOKA,ID,7,2,HMO,13330,22330,167.51687921980496
MINIDOKA,ID,7,2,HMO,13330,22330,167.51687921980496
MINIDOKA,ID,7,2,PFFS,13330,22330,167.51687921980496
MINIDOKA,ID,7,2,DEMP,13330,22330,167.51687921980496
MINIDOKA,ID,7,2,COST,13330,22330,167.51687921980496
NEZ PERCE,ID,9,3,PPO,13340,71028,532.4437781109445
NEZ PERCE,ID,9,3,COST,13340,71028,532.4437781109445
NEZ PERCE,ID,9,3,PFFS,13340,71028,532.4437781109445
NEZ PERCE,ID,9,3,HCPP,13340,71028,532.4437781109445
NEZ PERCE,ID,9,3,HMO,13340,71028,532.4437781109445
NEZ PERCE,ID,9,3,PFFS,13340,71028,532.4437781109445
NEZ PERCE,ID,9,3,DEMO,13340,71028,532.4437781109445
NEZ PERCE,ID,9,3,HCPP,13340,71028,532.4437781109445
NEZ PERCE,ID,9,3,HMO,13340,71028,532.4437781109445
ONEIDA,ID,2,NA,PPO,13350,1442,10.801498127340823
ONEIDA,ID,2,NA,HCPP,13350,1442,10.801498127340823
OWYHEE,ID,8,2,COST,13360,11512,86.16766467065868
OWYHEE,ID,8,2,HMO,13360,11512,86.16766467065868
OWYHEE,ID,8,2,HMO,13360,11512,86.16766467065868
OWYHEE,ID,8,2,PFFS,13360,11512,86.16766467065868
OWYHEE,ID,8,2,HMO,13360,11512,86.16766467065868
OWYHEE,ID,8,2,COST,13360,11512,86.16766467065868
OWYHEE,ID,8,2,HCPP,13360,11512,86.16766467065868
OWYHEE,ID,8,2,PFFS,13360,11512,86.16766467065868
PAYETTE,ID,10,4,COST,13370,34320,256.6940912490651
PAYETTE,ID,10,4,HMO,13370,34320,256.6940912490651
PAYETTE,ID,10,4,HCPP,13370,34320,256.6940912490651
PAYETTE,ID,10,4,PFFS,13370,34320,256.6940912490651
PAYETTE,ID,10,4,HMO,13370,34320,256.6940912490651
PAYETTE,ID,10,4,HMO,13370,34320,256.6940912490651
PAYETTE,ID,10,4,PPO,13370,34320,256.6940912490651
PAYETTE,ID,10,4,PPO,13370,34320,256.6940912490651
PAYETTE,ID,10,4,PFFS,13370,34320,256.6940912490651
PAYETTE,ID,10,4,HMO,13370,34320,256.6940912490651
POWER,ID,5,1,HCPP,13380,4710,35.2017937219731
POWER,ID,5,1,PPO,13380,4710,35.2017937219731
POWER,ID,5,1,HMO,13380,4710,35.2017937219731
POWER,ID,5,1,PFFS,13380,4710,35.2017937219731
POWER,ID,5,1,COST,13380,4710,35.2017937219731
SHOSHONE,ID,4,2,COST,13390,12680,94.69753547423451
SHOSHONE,ID,4,2,PFFS,13390,12680,94.69753547423451
SHOSHONE,ID,4,2,HCPP,13390,12680,94.69753547423451
SHOSHONE,ID,4,2,HMO,13390,12680,94.69753547423451
TETON,ID,3,NA,PFFS,13400,1851,13.813432835820896
TETON,ID,3,NA,HCPP,13400,1851,13.813432835820896
TETON,ID,3,NA,PFFS,13400,1851,13.813432835820896
TWIN FALLS,ID,12,3,PFFS,13410,136908,1020.9395973154363
TWIN FALLS,ID,12,3,HCPP,13410,136908,1020.9395973154363
TWIN FALLS,ID,12,3,PFFS,13410,136908,1020.9395973154363
TWIN FALLS,ID,12,3,HCPP,13410,136908,1020.9395973154363
TWIN FALLS,ID,12,3,HMO,13410,136908,1020.9395973154363
TWIN FALLS,ID,12,3,HMO,13410,136908,1020.9395973154363
TWIN FALLS,ID,12,3,HMO,13410,136908,1020.9395973154363
TWIN FALLS,ID,12,3,HMO,13410,136908,1020.9395973154363
TWIN FALLS,ID,12,3,HMO,13410,136908,1020.9395973154363
TWIN FALLS,ID,12,3,HMO,13410,136908,1020.9395973154363
TWIN FALLS,ID,12,3,DEMO,13410,136908,1020.9395973154363
TWIN FALLS,ID,12,3,COST,13410,136908,1020.9395973154363
VALLEY,ID,10,2,COST,13420,15720,117.13859910581222
VALLEY,ID,10,2,PFFS,13420,15720,117.13859910581222
VALLEY,ID,10,2,HMO,13420,15720,117.13859910581222
VALLEY,ID,10,2,HMO,13420,15720,117.13859910581222
VALLEY,ID,10,2,HMO,13420,15720,117.13859910581222
VALLEY,ID,10,2,HMO,13420,15720,117.13859910581222
VALLEY,ID,10,2,HCPP,13420,15720,117.13859910581222
VALLEY,ID,10,2,COST,13420,15720,117.13859910581222
VALLEY,ID,10,2,HMO,13420,15720,117.13859910581222
VALLEY,ID,10,2,DEMO,13420,15720,117.13859910581222
WASHINGTON,ID,10,4,COST,13430,21490,160.01489203276248
WASHINGTON,ID,10,4,HMO,13430,21490,160.01489203276248
WASHINGTON,ID,10,4,HCPP,13430,21490,160.01489203276248
WASHINGTON,ID,10,4,PFFS,13430,21490,160.01489203276248
WASHINGTON,ID,10,4,HMO,13430,21490,160.01489203276248
WASHINGTON,ID,10,4,HMO,13430,21490,160.01489203276248
WASHINGTON,ID,10,4,HMO,13430,21490,160.01489203276248
WASHINGTON,ID,10,4,HMO,13430,21490,160.01489203276248
WASHINGTON,ID,10,4,PFFS,13430,21490,160.01489203276248
WASHINGTON,ID,10,4,COST,13430,21490,160.01489203276248
ADAMS,IL,9,1,PFFS,14000,117927,842.3357142857142
ADAMS,IL,9,1,HMO,14000,117927,842.3357142857142
ADAMS,IL,9,1,PFFS,14000,117927,842.3357142857142
ADAMS,IL,9,1,PPO,14000,117927,842.3357142857142
ADAMS,IL,9,1,COST,14000,117927,842.3357142857142
ADAMS,IL,9,1,HMO,14000,117927,842.3357142857142
ADAMS,IL,9,1,HCPP,14000,117927,842.3357142857142
ADAMS,IL,9,1,PFFS,14000,117927,842.3357142857142
ADAMS,IL,9,1,HCPP,14000,117927,842.3357142857142
ALEXANDER,IL,4,1,PFFS,14010,8060,57.53033547466095
ALEXANDER,IL,4,1,HCPP,14010,8060,57.53033547466095
ALEXANDER,IL,4,1,HMO,14010,8060,57.53033547466095
ALEXANDER,IL,4,1,HCPP,14010,8060,57.53033547466095
BOND,IL,8,NA,DEMP,14020,23880,170.3281027104137
BOND,IL,8,NA,HCPP,14020,23880,170.3281027104137
BOND,IL,8,NA,HMO,14020,23880,170.3281027104137
BOND,IL,8,NA,HMO,14020,23880,170.3281027104137
BOND,IL,8,NA,HMO,14020,23880,170.3281027104137
BOND,IL,8,NA,DEMO,14020,23880,170.3281027104137
BOND,IL,8,NA,HCPP,14020,23880,170.3281027104137
BOND,IL,8,NA,HCPP,14020,23880,170.3281027104137
BOONE,IL,9,3,PFFS,14030,52965,377.51247327156096
BOONE,IL,9,3,DEMP,14030,52965,377.51247327156096
BOONE,IL,9,3,PFFS,14030,52965,377.51247327156096
BOONE,IL,9,3,HMO,14030,52965,377.51247327156096
BOONE,IL,9,3,HMO,14030,52965,377.51247327156096
BOONE,IL,9,3,HMO,14030,52965,377.51247327156096
BOONE,IL,9,3,HMO,14030,52965,377.51247327156096
BOONE,IL,9,3,PFFS,14030,52965,377.51247327156096
BOONE,IL,9,3,HCPP,14030,52965,377.51247327156096
BROWN,IL,2,NA,PFFS,14040,1892,13.475783475783476
BROWN,IL,2,NA,HCPP,14040,1892,13.475783475783476
BUREAU,IL,7,2,DEMP,14050,48013,341.7295373665481
BUREAU,IL,7,2,COST,14050,48013,341.7295373665481
BUREAU,IL,7,2,HCPP,14050,48013,341.7295373665481
BUREAU,IL,7,2,PFFS,14050,48013,341.7295373665481
BUREAU,IL,7,2,DEMO,14050,48013,341.7295373665481
BUREAU,IL,7,2,PFFS,14050,48013,341.7295373665481
BUREAU,IL,7,2,HCPP,14050,48013,341.7295373665481
CALHOUN,IL,2,NA,HCPP,14060,2202,15.661450924608818
CALHOUN,IL,2,NA,PFFS,14060,2202,15.661450924608818
CARROLL,IL,7,1,PFFS,14070,25886,183.98009950248758
CARROLL,IL,7,1,HMO,14070,25886,183.98009950248758
CARROLL,IL,7,1,COST,14070,25886,183.98009950248758
CARROLL,IL,7,1,COST,14070,25886,183.98009950248758
CARROLL,IL,7,1,PFFS,14070,25886,183.98009950248758
CARROLL,IL,7,1,COST,14070,25886,183.98009950248758
CARROLL,IL,7,1,PFFS,14070,25886,183.98009950248758
CASS,IL,8,1,PFFS,14080,20280,144.0340909090909
CASS,IL,8,1,HCPP,14080,20280,144.0340909090909
CASS,IL,8,1,HMO,14080,20280,144.0340909090909
CASS,IL,8,1,HMO,14080,20280,144.0340909090909
CASS,IL,8,1,DEMP,14080,20280,144.0340909090909
CASS,IL,8,1,PFFS,14080,20280,144.0340909090909
CASS,IL,8,1,PFFS,14080,20280,144.0340909090909
CASS,IL,8,1,HCPP,14080,20280,144.0340909090909
CHAMPAIGN,IL,22,5,PFFS,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,PPO,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HCPP,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HMO,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,PFFS,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HCPP,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HMO,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HMO,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HMO,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HMO,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HMO,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HMO,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HMO,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HMO,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HMO,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,COST,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HMO,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HMO,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HMO,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HMO,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,COST,14090,465278,3302.185947480483
CHAMPAIGN,IL,22,5,HCPP,14090,465278,3302.185947480483
CHRISTIAN,IL,7,2,HCPP,14100,48034,340.6666666666667
CHRISTIAN,IL,7,2,HCPP,14100,48034,340.6666666666667
CHRISTIAN,IL,7,2,HMO,14100,48034,340.6666666666667
CHRISTIAN,IL,7,2,HMO,14100,48034,340.6666666666667
CHRISTIAN,IL,7,2,PPO,14100,48034,340.6666666666667
CHRISTIAN,IL,7,2,HCPP,14100,48034,340.6666666666667
CHRISTIAN,IL,7,2,PFFS,14100,48034,340.6666666666667
CLARK,IL,5,1,PFFS,14110,16685,118.24946846208361
CLARK,IL,5,1,HCPP,14110,16685,118.24946846208361
CLARK,IL,5,1,HMO,14110,16685,118.24946846208361
CLARK,IL,5,1,HMO,14110,16685,118.24946846208361
CLARK,IL,5,1,PFFS,14110,16685,118.24946846208361
CLAY,IL,5,2,PFFS,14120,14935,105.77195467422096
CLAY,IL,5,2,HCPP,14120,14935,105.77195467422096
CLAY,IL,5,2,HCPP,14120,14935,105.77195467422096
CLAY,IL,5,2,HMO,14120,14935,105.77195467422096
CLAY,IL,5,2,HCPP,14120,14935,105.77195467422096
CLINTON,IL,13,1,HCPP,14130,68549,485.1309271054494
CLINTON,IL,13,1,HCPP,14130,68549,485.1309271054494
CLINTON,IL,13,1,HMO,14130,68549,485.1309271054494
CLINTON,IL,13,1,COST,14130,68549,485.1309271054494
CLINTON,IL,13,1,PFFS,14130,68549,485.1309271054494
CLINTON,IL,13,1,HMO,14130,68549,485.1309271054494
CLINTON,IL,13,1,HMO,14130,68549,485.1309271054494
CLINTON,IL,13,1,HMO,14130,68549,485.1309271054494
CLINTON,IL,13,1,HMO,14130,68549,485.1309271054494
CLINTON,IL,13,1,HMO,14130,68549,485.1309271054494
CLINTON,IL,13,1,HMO,14130,68549,485.1309271054494
CLINTON,IL,13,1,PFFS,14130,68549,485.1309271054494
CLINTON,IL,13,1,HCPP,14130,68549,485.1309271054494
COLES,IL,11,3,HCPP,14140,89309,631.6053748231966
COLES,IL,11,3,HMO,14140,89309,631.6053748231966
COLES,IL,11,3,PFFS,14140,89309,631.6053748231966
COLES,IL,11,3,HCPP,14140,89309,631.6053748231966
COLES,IL,11,3,PFFS,14140,89309,631.6053748231966
COLES,IL,11,3,PPO,14140,89309,631.6053748231966
COLES,IL,11,3,HMO,14140,89309,631.6053748231966
COLES,IL,11,3,HMO,14140,89309,631.6053748231966
COLES,IL,11,3,HCPP,14140,89309,631.6053748231966
COLES,IL,11,3,PFFS,14140,89309,631.6053748231966
COLES,IL,11,3,HCPP,14140,89309,631.6053748231966
COOK,IL,136,25,HCPP,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,PFFS,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,PPO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HCPP,14141,93565416,661660.5332013295
COOK,IL,136,25,PFFS,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,DEMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HCPP,14141,93565416,661660.5332013295
COOK,IL,136,25,PFFS,14141,93565416,661660.5332013295
COOK,IL,136,25,HCPP,14141,93565416,661660.5332013295
COOK,IL,136,25,HCPP,14141,93565416,661660.5332013295
COOK,IL,136,25,HCPP,14141,93565416,661660.5332013295
COOK,IL,136,25,HCPP,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,PPO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,PFFS,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,COST,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,COST,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HCPP,14141,93565416,661660.5332013295
COOK,IL,136,25,PSO,14141,93565416,661660.5332013295
COOK,IL,136,25,DEMP,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,PPO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,COST,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,PPO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,COST,14141,93565416,661660.5332013295
COOK,IL,136,25,COST,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,PPO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,PFFS,14141,93565416,661660.5332013295
COOK,IL,136,25,PFFS,14141,93565416,661660.5332013295
COOK,IL,136,25,COST,14141,93565416,661660.5332013295
COOK,IL,136,25,DEMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,COST,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,DEMP,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,PPO,14141,93565416,661660.5332013295
COOK,IL,136,25,COST,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,DEMP,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,PPO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,PFFS,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,PSO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,PPO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HCPP,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,DEMP,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,DEMC,14141,93565416,661660.5332013295
COOK,IL,136,25,PSO,14141,93565416,661660.5332013295
COOK,IL,136,25,DEMC,14141,93565416,661660.5332013295
COOK,IL,136,25,PPO,14141,93565416,661660.5332013295
COOK,IL,136,25,COST,14141,93565416,661660.5332013295
COOK,IL,136,25,HCPP,14141,93565416,661660.5332013295
COOK,IL,136,25,HCPP,14141,93565416,661660.5332013295
COOK,IL,136,25,COST,14141,93565416,661660.5332013295
COOK,IL,136,25,HMO,14141,93565416,661660.5332013295
COOK,IL,136,25,DEMO,14141,93565416,661660.5332013295
CRAWFORD,IL,4,3,PFFS,14150,16120,113.92226148409894
CRAWFORD,IL,4,3,HCPP,14150,16120,113.92226148409894
CRAWFORD,IL,4,3,PFFS,14150,16120,113.92226148409894
CRAWFORD,IL,4,3,HCPP,14150,16120,113.92226148409894
CUMBERLAND,IL,5,2,PFFS,14160,9465,66.84322033898306
CUMBERLAND,IL,5,2,HCPP,14160,9465,66.84322033898306
CUMBERLAND,IL,5,2,PPO,14160,9465,66.84322033898306
CUMBERLAND,IL,5,2,HMO,14160,9465,66.84322033898306
CUMBERLAND,IL,5,2,PFFS,14160,9465,66.84322033898306
DEKALB,IL,15,NA,HCPP,14170,169800,1198.306280875088
DEKALB,IL,15,NA,HMO,14170,169800,1198.306280875088
DEKALB,IL,15,NA,HMO,14170,169800,1198.306280875088
DEKALB,IL,15,NA,HMO,14170,169800,1198.306280875088
DEKALB,IL,15,NA,DEMP,14170,169800,1198.306280875088
DEKALB,IL,15,NA,HMO,14170,169800,1198.306280875088
DEKALB,IL,15,NA,HCPP,14170,169800,1198.306280875088
DEKALB,IL,15,NA,COST,14170,169800,1198.306280875088
DEKALB,IL,15,NA,PFFS,14170,169800,1198.306280875088
DEKALB,IL,15,NA,PPO,14170,169800,1198.306280875088
DEKALB,IL,15,NA,HCPP,14170,169800,1198.306280875088
DEKALB,IL,15,NA,PFFS,14170,169800,1198.306280875088
DEKALB,IL,15,NA,PFFS,14170,169800,1198.306280875088
DEKALB,IL,15,NA,HCPP,14170,169800,1198.306280875088
DEKALB,IL,15,NA,HCPP,14170,169800,1198.306280875088
DEWITT,IL,6,3,DEMP,14180,18492,130.40902679830748
DEWITT,IL,6,3,HCPP,14180,18492,130.40902679830748
DEWITT,IL,6,3,HMO,14180,18492,130.40902679830748
DEWITT,IL,6,3,PPO,14180,18492,130.40902679830748
DEWITT,IL,6,3,DEMC,14180,18492,130.40902679830748
DEWITT,IL,6,3,HCPP,14180,18492,130.40902679830748
DOUGLAS,IL,8,3,HCPP,14190,23608,166.3706835799859
DOUGLAS,IL,8,3,PFFS,14190,23608,166.3706835799859
DOUGLAS,IL,8,3,HMO,14190,23608,166.3706835799859
DOUGLAS,IL,8,3,HMO,14190,23608,166.3706835799859
DOUGLAS,IL,8,3,PPO,14190,23608,166.3706835799859
DOUGLAS,IL,8,3,HCPP,14190,23608,166.3706835799859
DOUGLAS,IL,8,3,PFFS,14190,23608,166.3706835799859
DOUGLAS,IL,8,3,HCPP,14190,23608,166.3706835799859
DUPAGE,IL,61,8,HMO,14250,6420372,45055.24210526316
DUPAGE,IL,61,8,PFFS,14250,6420372,45055.24210526316
DUPAGE,IL,61,8,HMO,14250,6420372,45055.24210526316
DUPAGE,IL,61,8,HCPP,14250,6420372,45055.24210526316
DUPAGE,IL,61,8,PFFS,14250,6420372,45055.24210526316
DUPAGE,IL,61,8,PFFS,14250,6420372,45055.24210526316
